property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
PT0194620,LST0194620,AG00134,LOC0021,Land,0.0,0.0,5633.0,2941,1970.0,777100.0,2023-10-05,Active,,,160,0.0,0,No,No,2023-10-05,2023-10-05
PT0238281,LST0238281,AG00025,LOC0231,Townhouse,1.0,,1286.0,4980,1948.0,254000.0,2023-05-01,Active,,,6,539.0,3,No,No,2023-05-01,2023-05-01
PT0013304,LST0013304,AG02761,LOC0213,Single-Family,4.0,1.0,2187.0,2273,1947.0,412000.0,2024-05-12,Pending,,,178,0.0,2,No,No,2024-05-12,2024-05-12
PT0193313,LST0193313,AG01889,LOC0170,Single Family,5.0,2.0,2534.0,3335,2009.0,1336600.0,2024-07-19,Sold,1199442.0,2024-11-25,129,0.0,1,No,No,2024-07-19,2024-11-25
PT0173154,LST0173154,AG01813,LOC0119,Single Family,4.0,1.5,942.0,14818,2025.0,197200.0,2025-11-02,Sold,195426.0,2025-12-27,55,0.0,1,No,N,2025-11-02,2025-12-27
PT0138989,LST0138989,AG00076,LOC0099,Single Family,1.0,4.0,1837.0,1383,2015.0,451900.0,2026-04-07,Withdrawn,,,122,0.0,2,0,Yes,2026-04-07,2026-04-07
PT0090868,LST0090868,AG01823,LOC0075,Townhouse,1.0,4.5,1753.0,1734,1938.0,408000.0,2023-05-26,Pending,,,107,165.0,1,No,No,2023-05-26,2023-05-26
PT0184850,LST0184850,AG01630,LOC0187,Multi-Family,5.0,3.0,540.0,1599,1903.0,184500.0,2023-09-20,Active,,,80,0.0,1,No,No,2023-09-20,2023-09-20
PT0136836,LST0136836,AG02398,LOC0171,Condo,3.0,3.0,1018.0,2867,2002.0,300500.0,2024-05-13,Sold,281034.0,2024-06-06,24,168.0,0,No,No,2024-05-13,2024-06-06
PT0259940,LST0259940,AG02312,LOC0039,Single Family,6.0,2.0,2298.0,1813,1992.0,"$645,600",2025-10-17,Active,,,53,0.0,0,Yes,True,2025-10-17,2025-10-17
PT0021551,LST0021551,AG02642,LOC0053,Condo,,2.5,1046.0,1629,1995.0,302400.0,2025-01-22,Pending,,,44,684.0,0,Yes,No,2025-01-22,2025-01-22
PT0127320,LST0127320,AG02069,LOC0018,Multi-Family,1.0,4.0,3949.0,2905,1961.0,2292400.0,2024-02-16,Sold,2311535.0,2024-06-13,118,0.0,1,No,No,2024-02-16,2024-06-13
PT0438729,LST0438729,AG01980,LOC0038,Single Family,4.0,1.5,3451.0,9066,1919.0,1134900.0,2025-06-16,Active,,,26,0.0,3,No,no,2025-06-16,2025-06-16
PT0202094,LST0202094,AG02762,LOC0175,Townhouse,4.0,4.5,0.0,7704,1967.0,429400.0,2025-06-20,Active,,,15,694.0,1,No,no,2025-06-20,2025-06-20
PT0442297,LST0442297,AG02455,LOC0234,Apartment,5.0,3.5,1247.0,0,1903.0,206500.0,2024-04-27,Active,,,178,229.0,0,No,No,2024-04-27,2024-04-27
PT0435736,LST0435736,AG00612,LOC0032,Condo,6.0,,1418.0,1571,1967.0,150600.0,2025-08-03,Withdrawn,,,113,142.0,2,0,No,2025-08-03,2025-08-03
PT0256474,LST0256474,AG01976,LOC0080,Single Family,3.0,1.0,1463.0,8434,1985.0,600500.0,2024-05-02,Active,,,169,0.0,2,No,No,2024-05-02,2024-05-02
PT0384275,LST0384275,AG02871,LOC0192,Single Family,3.0,4.5,0.0,3352,1960.0,798500.0,2025-02-22,Sold,814143.0,2025-08-12,171,0.0,2,No,No,2025-02-22,2025-08-12
PT0069010,LST0069010,AG02102,LOC0147,Condo,1.0,,687.0,5189,2017.0,22800.0,2025-12-20,Pending,,,149,523.0,1,No,No,2025-12-20,2025-12-20
PT0244015,LST0244015,AG00976,LOC0026,SINGLE FAMILY,4.0,4.0,2287.0,1981,2023.0,837300.0,2023-01-19,Sold,808313.0,2023-08-02,195,0.0,2,no,no,2023-01-19,2023-08-02
PT0476211,LST0476211,AG00151,LOC0034,  Land  ,0.0,0.0,8388.0,3419,2012.0,3338200.0,2025-06-23,Withdrawn,,,34,0.0,0,No,No,2025-06-23,2025-06-23
PT0444227,LST0444227,AG01860,LOC0213,Single Family,5.0,2.0,2203.0,2042,1943.0,367100.0,10/03/2025,Active,,,28,0.0,2,no,No,2025-10-03,2025-10-03
PT0478916,LST0478916,AG01314,LOC0113,Condo,1.0,2.5,2846.0,2552,1950.0,994600.0,2024-06-21,Sold,1038963.0,2024-09-15,86,463.0,1,No,No,2024-06-21,2024-09-15
PT0180498,LST0180498,AG00046,LOC0154,Land,0.0,0.0,5303.0,4191,1982.0,"$1,107,100",2024-05-02,Active,,,120,0.0,0,No,No,2024-05-02,2024-05-02
PT0159190,LST0159190,AG00680,LOC0172,Condo,4.0,4.0,2242.0,9465,2020.0,376200.0,2023-08-27,Sold,339621.0,2024-03-01,187,547.0,0,Yes,No,2023-08-27,2024-03-01
PT0181226,LST0181226,AG00398,LOC0201,Condo,1.0,3.5,1900.0,10937,1961.0,405500.0,2025-01-05,Sold,403560.0,2025-07-23,199,211.0,0,Yes,No,2025-01-05,2025-07-23
PT0277441,LST0277441,AG01807,LOC0079,Multi-Family,2.0,3.0,540.0,7661,2009.0,30900.0,2025-04-02,Sold,30979.0,2025-05-22,50,0.0,1,Yes,Yes,2025-04-02,2025-05-22
PT0350747,LST0350747,AG00573,LOC0199,Single Family,6.0,4.0,300.0,7378,1991.0,77800.0,2024-01-14,Active,,,59,0.0,1,No,Yes,2024-01-14,2024-01-14
PT0465326,LST0465326,AG00380,LOC0220,Single Family,3.0,2.5,1319.0,4755,1987.0,705600.0,2025-01-28,Pending,,,4,0.0,1,No,Yes,2025-01-28,2025-01-28
PT0241721,LST0241721,AG00807,LOC0225,Condo,3.0,4.0,2279.0,2204,1936.0,1526000.0,2024-04-29,Active,,,28,571.0,3,No,No,2024-04-29,2024-04-29
PT0228329,LST0228329,AG00704,LOC0185,Single Family,6.0,4.0,2117.0,6907,1955.0,1039900.0,2024-01-27,Withdrawn,,,49,0.0,2,No,Yes,2024-01-27,2024-01-27
PT0299265,LST0299265,AG01217,LOC0095,Townhouse,2.0,3.5,3083.0,1368,2016.0,797400.0,2023-05-09,Sold,855550.0,2023-06-04,26,101.0,3,No,0,2023-05-09,2023-06-04
PT0121362,LST0121362,AG00570,LOC0126,Single Family,1.0,4.5,857.0,5836,1927.0,327300.0,2024-02-08,Pending,,,3,,1,False,No,2024-02-08,2024-02-08
PT0419318,LST0419318,AG01309,LOC0185,Townhouse,2.0,1.5,2541.0,4649,1949.0,484000.0,2025-07-13,Sold,449122.0,2025-09-17,66,700.0,1,Yes,No,2025-07-13,2025-09-17
PT0374777,LST0374777,AG02197,LOC0061,  Condo  ,4.0,3.5,1098.0,3090,2015.0,164600.0,2023-06-29,Sold,172451.0,2023-10-19,112,672.0,1,No,No,2023-06-29,2023-10-19
PT0177754,LST0177754,AG02767,LOC0156,Single Family,3.0,3.0,2147.0,4440,1971.0,"$1,009,800",2023-01-21,Sold,1023030.0,2023-01-30,9,0.0,0,No,Yes,2023-01-21,2023-01-30
PT0371535,LST0371535,AG02026,LOC0181,Single Family,2.0,3.0,1356.0,1267,1920.0,414700.0,2023-06-25,Pending,,,10,0.0,3,No,Yes,2023-06-25,2023-06-25
PT0006329,LST0006329,AG02025,LOC0072,Apartment,4.0,4.0,852.0,0,1997.0,128100.0,2024-04-05,Sold,128306.0,2024-07-11,97,514.0,1,N,No,2024-04-05,2024-07-11
PT0167792,LST0167792,AG02222,LOC0016,Townhouse,4.0,4.5,3313.0,1070,1915.0,647000.0,2025-09-05,Sold,597206.0,2026-01-12,129,,0,Yes,No,2025-09-05,2026-01-12
PT0173577,LST0173577,AG00221,LOC0175,Apartment,,3.0,1143.0,0,2020.0,300200.0,2024-09-22,Sold,263210.0,2025-02-21,152,501.0,1,Yes,0,2024-09-22,2025-02-21
PT0162638,LST0162638,AG01220,LOC0142,Condo,6.0,4.0,1259.0,25074,1900.0,618000.0,2023-03-13,Active,,,160,157.0,1,No,No,2023-03-13,2023-03-13
PT0281725,LST0281725,AG02339,LOC0226,Townhouse,2.0,3.5,2202.0,2822,2001.0,732400.0,2023-11-23,Pending,,,23,326.0,2,No,No,2023-11-23,2023-11-23
PT0068270,LST0068270,AG02985,LOC0069,Condo,2.0,1.0,2924.0,4570,,1148600.0,2025-08-29,Sold,1179377.0,2025-10-14,46,559.0,3,No,No,2025-08-29,2025-10-14
PT0468026,LST0468026,AG00420,LOC0231,Single Family,3.0,2.5,1116.0,15637,1918.0,146200.0,2025-02-23,Sold,128940.0,2025-08-25,183,0.0,3,No,Yes,2025-02-23,2025-08-25
PT0118578,LST0118578,AG02068,LOC0202,Condo,6.0,2.5,1791.0,2812,1920.0,574500.0,2025-12-05,Active,,,99,560.0,0,Yes,No,2025-12-05,2025-12-05
PT0457455,LST0457455,AG02106,LOC0187,Townhouse,6.0,4.5,2116.0,1390,1998.0,1014500.0,2025-06-20,Pending,,,109,276.0,0,No,No,2025-06-20,2025-06-20
PT0166005,LST0166005,AG01473,LOC0232,Land,0.0,0.0,5086.0,5973,1981.0,1144300.0,2025-10-02,Sold,1091160.0,2026-01-29,119,0.0,0,No,No,2025-10-02,2026-01-29
PT0408758,LST0408758,AG00328,LOC0169,Single Family,1.0,2.5,2470.0,6214,1944.0,828400.0,2026-06-03,Sold,800286.0,2026-09-02,91,0.0,0,Yes,Yes,2026-06-03,2026-09-02
PT0483990,LST0483990,AG02536,LOC0232,Single Family,2.0,4.5,2495.0,2126,1960.0,732800.0,2024-03-02,Active,,,77,0.0,3,No,No,2024-03-02,2024-03-02
PT0488142,LST0488142,AG01424,LOC0002,Condo,2.0,2.5,2318.0,7745,1974.0,414600.0,2023-08-21,Active,,,121,593.0,1,No,No,2023-08-21,2023-08-21
PT0444448,LST0444448,AG01649,LOC0087,Condo,2.0,2.0,1375.0,4208,1969.0,451800.0,2025-06-05,Sold,429800.0,2025-08-21,77,80.0,1,No,No,2025-06-05,2025-08-21
PT0085093,LST0085093,AG02319,LOC0025,Single Family,4.0,4.0,2642.0,7982,1964.0,1052300.0,2025-01-18,Active,,,65,0.0,2,No,No,2025-01-18,2025-01-18
PT0194288,LST0194288,AG00939,LOC0208,Single Family,1.0,1.5,2420.0,7566,2021.0,487600.0,2023-04-10,Active,,,50,0.0,1,No,Yes,2023-04-10,2023-04-10
PT0335706,LST0335706,AG02880,LOC0250,Land,0.0,0.0,1774.0,6845,1966.0,786200.0,2026-04-26,Active,,,124,0.0,0,No,No,2026-04-26,2026-04-26
PT0441756,LST0441756,AG02074,LOC0125,Single Family,2.0,4.0,1159.0,11722,1970.0,336200.0,28-May-2024,Sold,344239.0,2024-12-02,188,0.0,0,No,Yes,2024-05-28,2024-12-02
PT0120972,LST0120972,AG02136,LOC0191,Single Family,5.0,3.5,1204.0,4395,1917.0,541100.0,2023-05-22,Active,,,156,0.0,2,0,Yes,2023-05-22,2023-05-22
PT0263185,LST0263185,AG00087,LOC0007,Apartment,2.0,2.5,1565.0,0,1919.0,516300.0,2024-02-28,Withdrawn,,,60,673.0,2,no,No,2024-02-28,2024-02-28
PT0452370,LST0452370,AG00190,LOC0070,Apartment,4.0,2.5,1062.0,0,1978.0,214700.0,2023-05-20,Sold,207192.0,2023-09-05,108,591.0,2,No,No,2023-05-20,2023-09-05
PT0215422,LST0215422,AG01689,LOC0042,Condo,4.0,1.5,2729.0,1477,2011.0,843800.0,2024-01-28,Active,,,121,278.0,1,0,No,2024-01-28,2024-01-28
PT0210094,LST0210094,AG01862,LOC0035,Single Family,3.0,2.5,575.0,2634,1925.0,,2026-02-06,Sold,56768.0,2026-06-14,128,0.0,3,Yes,Yes,2026-02-06,2026-06-14
PT0043812,LST0043812,AG01717,LOC0057,Condo,1.0,1.0,837.0,2316,1929.0,472200.0,08/22/2023,Active,,,5,274.0,1,No,No,2023-08-22,2023-08-22
PT0194055,LST0194055,AG00321,LOC0218,Condo,4.0,2.5,1387.0,10687,1902.0,208400.0,2026-01-14,Active,,,59,623.0,1,No,No,2026-01-14,2026-01-14
PT0070887,LST0070887,AG02793,LOC0159,Townhouse,5.0,1.5,2290.0,5387,1934.0,362200.0,2025-10-04,Sold,352720.0,2026-02-20,139,643.0,1,No,No,2025-10-04,2026-02-20
PT0449214,LST0449214,AG00639,LOC0127,Condo,4.0,3.5,2031.0,2318,1900.0,1346900.0,2026-04-07,Sold,1216124.0,2026-10-22,198,,3,No,No,2026-04-07,2026-10-22
PT0296770,LST0296770,AG02010,LOC0099,Single Family,6.0,1.5,1924.0,5916,1918.0,756900.0,2024-02-23,Withdrawn,,,57,0.0,0,No,No,2024-02-23,2024-02-23
PT0395410,LST0395410,AG02845,LOC0201,Condo,6.0,4.5,2672.0,8159,1913.0,117600.0,2025-03-13,Pending,,,159,408.0,1,Yes,N,2025-03-13,2025-03-13
PT0283795,LST0283795,AG01842,LOC0141,Condo,6.0,3.5,1272.0,2795,1965.0,"$373,700",2024-08-07,Sold,367225.0,2025-02-08,185,521.0,3,No,No,2024-08-07,2025-02-08
PT0190367,LST0190367,AG02842,LOC0029,Land,0.0,0.0,3676.0,1186,1908.0,944800.0,2023-09-02,Sold,816094.0,2024-01-21,141,,0,No,no,2023-09-02,2024-01-21
PT0070589,LST0070589,AG00123,LOC0202,Single Family,2.0,4.5,948.0,2438,1982.0,236500.0,2023-03-07,Pending,,,175,0.0,3,No,Yes,2023-03-07,2023-03-07
PT0492739,LST0492739,AG01827,LOC0178,Condo,1.0,2.5,2716.0,4501,1944.0,"$541,700",2025-08-17,Withdrawn,,,0,733.0,2,Yes,No,2025-08-17,2025-08-17
PT0089382,LST0089382,AG01112,LOC0166,Condo,1.0,1.5,1961.0,9942,1984.0,593500.0,2023-05-06,Sold,617057.0,2023-10-05,152,706.0,2,No,No,2023-05-06,2023-10-05
PT0038604,LST0038604,AG02464,LOC0206,Townhouse,6.0,3.0,2029.0,2654,1908.0,441300.0,2026-02-21,Active,,,169,,2,No,No,2026-02-21,2026-02-21
PT0290757,LST0290757,AG00399,LOC0207,Apartment,2.0,3.5,860.0,0,1903.0,"$207,900",2025-06-13,Active,,,19,130.0,3,No,No,2025-06-13,2025-06-13
PT0020480,LST0020480,AG01720,LOC0043,Single Family,1.0,4.0,2050.0,2469,1935.0,278100.0,2025-10-15,Active,,,46,0.0,1,No,False,2025-10-15,2025-10-15
PT0376875,LST0376875,AG00530,LOC0162,Multi-Family,5.0,2.0,4927.0,3554,2024.0,1690700.0,2026-01-24,Pending,,,42,0.0,2,No,True,2026-01-24,2026-01-24
PT0274019,LST0274019,AG02070,LOC0018,Condo,6.0,4.5,1808.0,2460,2023.0,390500.0,2025-03-01,Withdrawn,,,136,428.0,2,No,No,2025-03-01,2025-03-01
PT0259991,LST0259991,AG00517,LOC0189,Apartment,2.0,3.5,793.0,0,2002.0,136700.0,2023-11-27,Sold,128672.0,2024-04-15,140,487.0,1,No,No,2023-11-27,2024-04-15
PT0442454,LST0442454,AG01617,LOC0171,Apartment,1.0,3.0,1324.0,0,1920.0,249200.0,2023-12-30,Sold,240047.0,2024-05-02,124,,2,N,No,2023-12-30,2024-05-02
PT0028954,LST0028954,AG01840,LOC0026,Land,0.0,,2098.0,7036,2004.0,"$347,300",2024-07-13,Sold,328698.0,2024-12-13,153,0.0,0,No,No,2024-07-13,2024-12-13
PT0064674,LST0064674,AG02762,LOC0139,Townhouse,2.0,1.5,1478.0,4750,1927.0,664700.0,2024-01-09,Active,,,169,193.0,3,No,No,2024-01-09,2024-01-09
PT0402249,LST0402249,AG01256,LOC0008,Townhouse,6.0,3.5,1839.0,6143,1923.0,"$381,400",2024-11-20,Active,,,52,254.0,2,N,No,2024-11-20,2024-11-20
PT0468410,LST0468410,AG02204,LOC0066,Single Family,1.0,4.0,2761.0,2222,1949.0,951200.0,2025-11-17,Active,,,128,0.0,1,1,No,2025-11-17,2025-11-17
PT0127702,LST0127702,AG01077,LOC0071,Condo,-1.0,4.0,2131.0,1311,1915.0,347800.0,2026-02-25,Active,,,106,272.0,2,No,No,2026-02-25,2026-02-25
PT0051420,LST0051420,AG02001,LOC0081,Condo,2.0,4.5,2073.0,4594,1988.0,804700.0,2024-06-21,Sold,811069.0,2024-07-28,37,784.0,1,No,No,2024-06-21,2024-07-28
PT0270923,LST0270923,AG00977,LOC0180,Townhouse,6.0,2.0,2805.0,3479,1908.0,1019100.0,2025-04-12,Sold,1008732.0,2025-04-21,9,53.0,1,Yes,No,2025-04-12,2025-04-21
PT0371324,LST0371324,AG00335,LOC0087,SFH,4.0,2.0,2065.0,4699,2000.0,806600.0,2024-11-03,Sold,748731.0,2025-01-10,68,0.0,1,No,No,2024-11-03,2025-01-10
PT0424959,LST0424959,AG99999,LOC0112,Single Family,4.0,1.5,2381.0,2210,1970.0,,2024-09-23,Active,,,169,0.0,1,N,Yes,2024-09-23,2024-09-23
PT0002577,LST0002577,AG01261,LOC0185,Condo,6.0,4.5,1978.0,3955,1945.0,,2025-05-17,Active,,,136,382.0,1,1,No,2025-05-17,2025-05-17
PT0371141,LST0371141,AG01507,LOC0168,Single Family,4.0,3.0,1005.0,1385,1907.0,163700.0,2023-08-11,Active,,,133,0.0,3,no,No,2023-08-11,2023-08-11
PT0311016,LST0311016,AG01470,LOC0182,Single-Family,5.0,3.5,2208.0,1879,1933.0,242100.0,2024-02-07,Active,,,90,0.0,0,Yes,Yes,2024-02-07,2024-02-07
PT0362479,LST0362479,AG02841,LOC0137,Condo,5.0,4.5,1866.0,4673,2009.0,661200.0,2023-08-31,Pending,,,110,556.0,2,No,No,2023-08-31,2023-08-31
PT0336606,LST0336606,AG00789,LOC0030,Single Family,3.0,4.5,1363.0,8011,2002.0,712500.0,2023-06-30,Sold,671475.0,2023-09-21,83,0.0,2,No,No,2023-06-30,2023-09-21
PT0488933,LST0488933,AG00511,LOC0120,Townhouse,,2.5,841.0,6676,1911.0,248200.0,2026-04-13,Sold,220503.0,2026-08-24,133,162.0,2,No,No,2026-04-13,2026-08-24
PT0484301,LST0484301,AG00764,LOC0237,Single Family,1.0,1.5,2589.0,5093,1959.0,516700.0,06-Sep-2023,Sold,475264.0,2023-10-22,46,0.0,3,No,False,2023-09-06,2023-10-22
PT0356666,LST0356666,AG01882,LOC0087,Townhouse,5.0,3.5,2106.0,3646,1926.0,1020500.0,2023-02-04,Sold,932994.0,2023-02-12,8,749.0,3,No,No,2023-02-04,2023-02-12
PT0380675,LST0380675,AG00542,LOC0200,Single Family,3.0,3.0,1632.0,5986,1974.0,410100.0,2024-12-04,Sold,378521.0,2025-01-06,33,0.0,0,No,No,2024-12-04,2025-01-06
PT0277702,LST0277702,AG00631,LOC0120,Single Family,6.0,1.5,1282.0,3092,1925.0,684800.0,2025-12-06,Active,,,114,0.0,1,No,Yes,2025-12-06,2025-12-06
PT0202449,LST0202449,AG00027,LOC0126,Townhouse,1.0,1.5,1109.0,10062,1973.0,276700.0,2024-12-08,Sold,267416.0,2025-03-16,98,587.0,1,No,No,2024-12-08,2025-03-16
PT0003447,LST0003447,AG01446,LOC0198,Condo,5.0,4.5,2734.0,7664,1905.0,252300.0,2024-11-05,Pending,,,106,712.0,2,No,No,2024-11-05,2024-11-05
PT0281883,LST0281883,AG00747,LOC0179,Multi-Family,3.0,3.0,3846.0,3378,1991.0,1145100.0,2024-06-13,Sold,1098220.0,2024-11-17,157,0.0,1,No,No,2024-06-13,2024-11-17
PT0389399,LST0389399,AG02628,LOC0076,Condo,4.0,4.0,2016.0,5917,1991.0,342900.0,2026-06-04,Withdrawn,,,40,666.0,1,No,No,2026-06-04,2026-06-04
PT0242287,LST0242287,AG02349,LOC0144,Single Family,5.0,2.0,1700.0,4689,1975.0,364100.0,2023-07-05,Withdrawn,,,125,0.0,1,Yes,Yes,2023-07-05,2023-07-05
PT0339339,LST0339339,AG01632,LOC0132,  Condo  ,1.0,3.5,2769.0,6469,1950.0,722900.0,2023-11-21,Sold,687408.0,2024-01-15,55,616.0,2,Yes,No,2023-11-21,2024-01-15
PT0131336,LST0131336,AG00444,LOC0138,Single Family,6.0,3.0,2940.0,4508,1935.0,968000.0,2024-06-13,Active,,,46,0.0,2,No,No,2024-06-13,2024-06-13
PT0402955,LST0402955,AG00283,LOC0058,Condo,5.0,4.5,3184.0,5385,,1214500.0,2023-06-24,Sold,1112346.0,2023-09-26,94,567.0,3,No,No,2023-06-24,2023-09-26
PT0247373,LST0247373,AG01184,LOC0241,Apartment,3.0,3.0,605.0,0,1967.0,154500.0,07/21/2023,Active,,,144,511.0,2,No,No,2023-07-21,2023-07-21
PT0001598,LST0001598,AG00263,LOC0059,Condo,2.0,4.0,2432.0,8493,2012.0,328200.0,2025-09-02,Active,,,142,222.0,0,No,No,2025-09-02,2025-09-02
PT0336455,LST0336455,AG00003,LOC0214,Single Family,4.0,1.5,1003.0,8407,1964.0,311800.0,2024-05-02,Sold,306267.0,2024-11-09,191,0.0,0,Yes,No,2024-05-02,2024-11-09
PT0011329,LST0011329,AG02424,LOC0169,Single Family,4.0,4.5,1006.0,1797,1903.0,"$351,500",2026-01-25,Pending,,,102,0.0,3,No,N,2026-01-25,2026-01-25
PT0333419,LST0333419,AG01716,LOC0025,Townhouse,-1.0,1.0,1445.0,2880,2020.0,376500.0,2026-02-02,Sold,369322.0,2026-05-05,92,710.0,2,No,No,2026-02-02,2026-05-05
PT0132251,LST0132251,AG01331,LOC0176,Multi-Family,1.0,,3222.0,11159,1952.0,1169000.0,2024-02-06,Sold,1093693.0,2024-07-23,168,0.0,2,No,Yes,2024-02-06,2024-07-23
PT0032531,LST0032531,AG00127,LOC0188,Single Family,5.0,3.0,695.0,7165,2017.0,"$164,000",2024-05-27,Sold,158054.0,2024-09-08,104,0.0,3,No,No,2024-05-27,2024-09-08
PT0073808,LST0073808,AG00179,LOC0055,Single Family,3.0,,1920.0,3029,2013.0,96200.0,2024-05-23,Sold,92589.0,2024-06-20,28,0.0,3,No,False,2024-05-23,2024-06-20
PT0189172,LST0189172,AG01138,LOC0247,Single-Family,-1.0,3.5,3034.0,6924,1938.0,746400.0,2024-11-29,Active,,,30,0.0,3,No,No,2024-11-29,2024-11-29
PT0314769,LST0314769,AG02502,LOC0042,Townhouse,,3.5,1333.0,1251,1955.0,532000.0,2025-06-27,Active,,,177,747.0,2,No,No,2025-06-27,2025-06-27
PT0168624,LST0168624,AG00652,LOC0059,Townhouse,3.0,4.0,2097.0,1709,1994.0,402500.0,2023-03-20,Active,,,20,256.0,0,No,No,2023-03-20,2023-03-20
PT0323249,LST0323249,AG01488,LOC0161,Condo,1.0,2.0,1646.0,1951,1933.0,747300.0,2024-06-20,Active,,,49,,2,No,No,2024-06-20,2024-06-20
PT0397488,LST0397488,AG00389,LOC0208,Single Family,1.0,1.5,1512.0,6736,1926.0,319100.0,2024-11-10,Active,,,56,0.0,1,Yes,No,2024-11-10,2024-11-10
PT0048909,LST0048909,AG01326,LOC0084,Single Family,5.0,3.0,630.0,2525,1931.0,192400.0,2024-05-01,Sold,190126.0,2024-08-15,106,0.0,0,No,True,2024-05-01,2024-08-15
PT0238216,LST0238216,AG01960,LOC0045,Multi-Family,4.0,4.0,3947.0,5834,1966.0,1992800.0,2025-12-08,Withdrawn,,,104,0.0,0,False,False,2025-12-08,2025-12-08
PT0211666,LST0211666,AG01718,LOC0057,  Single Family  ,3.0,3.0,830.0,7567,1969.0,326000.0,2024-09-02,Pending,,,146,0.0,0,No,No,2024-09-02,2024-09-02
PT0439757,LST0439757,AG01974,LOC0130,Single Family,4.0,2.0,3000.0,2464,1906.0,387200.0,2025-01-23,Active,,,73,0.0,2,0,Yes,2025-01-23,2025-01-23
PT0332661,LST0332661,AG02072,LOC0171,Townhouse,6.0,3.0,971.0,12345,1963.0,"$362,700",2023-07-09,Active,,,97,648.0,3,Yes,No,2023-07-09,2023-07-09
PT0158092,LST0158092,AG00949,LOC0152,Apartment,6.0,1.5,1229.0,0,1978.0,322731,03/07/2026,Active,,,128,592.0,1,No,No,2026-03-07,2026-03-07
PT0387690,LST0387690,AG00216,LOC0160,Single Family,2.0,2.5,1662.0,3250,2022.0,569400.0,2025-12-09,Active,,,151,0.0,0,No,Yes,2025-12-09,2025-12-09
PT0284110,LST0284110,AG02931,LOC0001,Single Family,5.0,,1990.0,2037,1973.0,198800.0,2023-02-12,Sold,206028.0,2023-05-23,100,0.0,1,No,Yes,2023-02-12,2023-05-23
PT0120047,LST0120047,AG01150,LOC0189,Single Family,3.0,1.5,300.0,4925,1978.0,108600.0,2024-03-09,Sold,105517.0,2024-06-22,105,0.0,2,No,Yes,2024-03-09,2024-06-22
PT0245177,LST0245177,AG01047,LOC0045,Single Family,6.0,4.0,1770.0,1780,1998.0,632700.0,2024-08-30,Active,,,72,0.0,1,No,Yes,2024-08-30,2024-08-30
PT0080296,LST0080296,AG02809,LOC0013,Condo,1.0,4.5,2719.0,3198,2004.0,817700.0,2025-12-30,Sold,822887.0,2026-05-28,149,774.0,1,No,0,2025-12-30,2026-05-28
PT0185420,LST0185420,AG01485,LOC0076,Condo,2.0,4.0,1611.0,15550,1985.0,302600.0,2025-12-24,Active,,,99,622.0,2,No,No,2025-12-24,2025-12-24
PT0446078,LST0446078,AG01641,LOC0054,Townhouse,6.0,4.0,1462.0,2341,1963.0,313000.0,2026-02-10,Sold,313363.0,2026-04-01,50,419.0,0,No,0,2026-02-10,2026-04-01
PT0328668,LST0328668,AG01654,LOC0011,Single Family,5.0,4.0,1297.0,1849,1912.0,978900.0,2024-04-17,Sold,965137.0,2024-10-05,171,0.0,0,No,Yes,2024-04-17,2024-10-05
PT0342076,LST0342076,AG01445,LOC0007,Condo,3.0,3.5,1116.0,9869,1964.0,583600.0,2023-04-06,Sold,458967.0,2023-09-13,160,601.0,1,0,No,2023-04-06,2023-09-13
PT0382478,LST0382478,AG02662,LOC0196,Multi-Family,6.0,2.0,3352.0,6700,1917.0,952500.0,2023-06-03,Sold,971428.0,2023-09-19,108,0.0,3,No,Yes,2023-06-03,2023-09-19
PT0340734,LST0340734,AG00686,LOC0064,Condo,4.0,4.5,2348.0,3443,2025.0,808800.0,2026-06-02,Pending,,,19,134.0,1,yes,N,2026-06-02,2026-06-02
PT0101462,LST0101462,AG02760,LOC0154,Single Family,1.0,4.0,954.0,2216,1971.0,164200.0,2024-03-09,Sold,154795.0,2024-08-20,164,0.0,3,No,Yes,2024-03-09,2024-08-20
PT0437742,LST0437742,AG01804,LOC0215,Multi-Family,3.0,2.5,4818.0,4574,1934.0,2176600.0,2024-01-29,Sold,2310643.0,2024-04-15,77,0.0,3,No,Yes,2024-01-29,2024-04-15
PT0004942,LST0004942,AG00193,LOC0042,Land,0.0,0.0,3558.0,6266,1964.0,1059500.0,2023-05-27,Active,,,116,0.0,0,No,No,2023-05-27,2023-05-27
PT0048311,LST0048311,AG01127,LOC0107,Condo,3.0,2.5,1540.0,1681,1951.0,318900.0,2026-05-02,Sold,332133.0,2026-10-11,162,633.0,1,No,No,2026-05-02,2026-10-11
PT0471695,LST0471695,AG01738,LOC0250,Townhouse,3.0,3.5,3181.0,1615,1906.0,1166200.0,2025-05-28,Sold,1092828.0,2025-09-30,125,260.0,0,No,No,2025-05-28,2025-09-30
PT0048419,LST0048419,AG99999,LOC0013,Apartment,1.0,3.5,1262.0,0,1926.0,265700.0,08/17/2023,Pending,,,159,323.0,2,Yes,No,2023-08-17,2023-08-17
PT0200993,LST0200993,AG02854,LOC0199,Single Family,5.0,1.0,1685.0,12275,1911.0,663900.0,2023-09-18,Sold,667306.0,2024-01-17,121,0.0,1,0,No,2023-09-18,2024-01-17
